DAY,MONTH,YEAR,DAY_WEEK,HOUR,MINUTE,LATITUDE,LONGITUD
8,1,2017,1,8,4,37.73241389,-122.21110829999999
12,1,2017,5,22,20,37.78784722,-122.24299170000002
23,2,2017,5,5,4,34.06436389,-118.3991111
7,8,2017,2,99,99,38.13689167,-122.2202306
22,8,2017,3,1,20,38.22184722,-122.12951670000001
19,6,2017,2,3,21,33.8619,-117.99058059999999
21,9,2017,5,5,56,34.35601944,-117.43851670000001
7,3,2017,3,19,18,38.51611667,-121.4143139
17,1,2017,3,5,39,33.68167778,-117.8414639
30,4,2017,1,0,0,34.19394722,-118.46616940000001
23,2,2017,5,11,15,37.29051944,-121.9904917
4,9,2017,2,5,13,40.54291944,-122.35218059999998
6,9,2017,4,9,0,41.113575,-121.00186670000001
30,9,2017,7,12,50,37.24915278,-121.959775
11,3,2017,7,1,9,33.87682778,-118.102675
20,10,2017,6,21,15,33.18900556,-117.2775806
24,1,2017,3,10,34,33.94591667,-117.44003059999999
23,4,2017,1,22,57,35.37716111,-119.0188222
25,4,2017,3,10,10,33.81590556,-116.53311670000001
5,2,2017,1,23,27,33.71165278,-117.8854139
7,2,2017,3,5,35,38.45974444,-122.7429472
2,3,2017,5,11,32,33.85228889,-118.31777220000001
17,4,2017,2,19,34,35.34495,-119.0210639
21,9,2017,5,10,4,41.47191944,-122.45226940000002
19,8,2017,7,12,51,37.25657778,-120.4879361
14,10,2017,7,14,10,32.94546667,-116.56996940000002
26,8,2017,7,14,25,35.12859722,-118.41193059999999
15,10,2017,1,13,50,34.87648056,-114.8062111
19,10,2017,5,15,45,34.32573889,-117.2717
18,2,2017,7,15,11,33.847275,-117.89786940000002
23,4,2017,1,12,0,33.2037,-117.3006389
2,4,2017,1,0,10,33.976025,-116.5193139
13,5,2017,7,6,37,35.76844167,-119.25853329999998
20,5,2017,7,7,15,33.90643333,-118.1052722
16,4,2017,1,4,3,33.88561111,-118.03146940000002
4,6,2017,1,11,0,37.06703611,-122.01623889999999
2,7,2017,1,22,15,37.30915,-120.7854639
13,5,2017,7,5,10,34.00698056,-117.96517220000001
17,6,2017,7,1,50,33.8631,-118.28491389999999
18,6,2017,1,17,19,39.66905278,-122.20483610000001
26,7,2017,4,18,20,36.8244,-118.82989170000002
8,7,2017,7,3,26,36.98356667,-121.97165559999999
13,9,2017,4,6,35,35.71779444,-119.20508059999999
24,4,2017,2,11,18,37.37681111,-120.46829170000001
26,9,2017,3,14,30,32.56848056,-117.05770279999999
13,3,2017,2,23,10,33.70018889,-116.191525
20,2,2017,2,18,43,33.627375,-117.9070722
3,4,2017,2,20,7,37.26000278,-121.8094861
28,1,2017,7,1,54,36.29842778,-119.328725
5,4,2017,4,5,58,33.95038056,-116.5012861
11,5,2017,5,20,10,34.07523889,-117.7522611
12,5,2017,6,3,9,38.02102778,-121.2832639
12,9,2017,3,15,43,39.50361389,-121.45975829999999
7,7,2017,6,22,14,38.06254444,-122.15732779999999
14,8,2017,2,1,0,36.30896111,-119.70886110000001
16,10,2017,2,1,50,33.67723333,-117.32378059999999
1,5,2017,2,7,38,33.84371667,-117.74403329999998
24,5,2017,4,11,55,33.92859444,-118.141275
10,2,2017,6,21,15,37.18139444,-122.3770333
4,5,2017,5,13,44,37.93821667,-121.24285559999998
26,5,2017,6,17,0,34.45288333,-118.51299999999999
26,5,2017,6,13,21,33.81171667,-117.90625829999999
8,5,2017,2,23,21,38.02278333,-122.12508329999999
26,1,2017,5,15,30,38.15195,-122.44877779999999
18,9,2017,2,1,20,39.10235,-122.3355389
25,9,2017,2,9,11,34.06778056,-117.59074720000001
29,8,2017,3,22,56,35.32716667,-120.62044440000001
31,8,2017,5,11,2,38.08833889,-121.3823889
18,8,2017,6,4,32,37.89013611,-121.51463059999999
11,8,2017,6,2,17,38.89877778,-121.54194720000001
11,9,2017,2,20,30,36.54701667,-119.5996417
7,9,2017,5,0,36,34.55784444,-117.96046670000001
7,8,2017,2,17,30,36.029,-119.00860559999998
16,9,2017,7,12,45,34.23216111,-118.1821111
24,9,2017,1,1,20,39.79486389,-122.31426670000002
15,10,2017,1,7,56,34.66938611,-120.166125
29,8,2017,3,20,50,34.08523056,-117.3011611
1,8,2017,3,18,0,38.86907778,-123.04381940000002
11,8,2017,6,20,40,38.15646111,-121.07791670000002
15,9,2017,6,12,55,37.92725,-121.23235
14,10,2017,7,2,30,38.05470833,-121.49942779999999
18,9,2017,2,7,30,37.5994,-121.8728
27,10,2017,6,19,8,34.76487778,-118.7192972
23,10,2017,2,2,30,38.95668333,-121.03755
17,9,2017,1,16,48,38.77560278,-119.8237278
19,9,2017,3,18,5,38.613,-121.4014
23,10,2017,2,21,3,39.23669444,-121.59365829999999
23,10,2017,2,8,33,36.34783889,-117.33783329999999
18,8,2017,6,1,20,37.89404167,-121.28325559999999
30,9,2017,7,22,35,35.69580556,-120.69673329999999
30,8,2017,4,5,44,36.793225,-120.02457779999999
27,10,2017,6,17,30,38.41575278,-120.4931861
4,6,2017,1,99,99,38.1491,-122.3813
29,8,2017,3,4,27,34.315,-118.48952779999999
26,8,2017,7,22,50,34.07864722,-117.475625
2,4,2017,1,18,0,33.96782222,-117.84658329999999
18,4,2017,3,1,10,33.77534167,-118.13745829999999
26,4,2017,4,4,4,33.731075,-117.9892222
2,5,2017,3,5,18,33.76671111,-116.95883329999998
29,4,2017,7,3,50,34.05669167,-117.91675559999999
5,1,2017,5,0,24,40.80568056,-124.13740559999998
23,9,2017,7,14,55,39.15374444,-122.56013610000001
15,9,2017,6,12,17,39.53656944,-122.00914440000001
18,10,2017,4,20,46,39.50397778,-121.50989720000001
27,3,2017,2,20,25,36.2694,-119.6007389
30,7,2017,1,21,39,37.28103333,-120.39454440000002
13,8,2017,1,6,23,37.37440556,-120.59551670000002
3,9,2017,1,6,12,37.31043056,-120.5125139
18,6,2017,1,6,15,34.24567778,-117.86799170000002
19,9,2017,3,5,45,37.08381111,-121.6097889
16,5,2017,3,11,39,33.76388889,-116.95874440000001
5,5,2017,6,21,35,33.19989444,-117.37256670000001
31,1,2017,3,18,24,33.95864722,-117.76795
9,5,2017,3,21,31,37.96763056,-121.2720889
16,5,2017,3,21,44,34.03846111,-117.49765
3,4,2017,2,3,37,33.87734444,-118.14330279999999
14,5,2017,1,2,27,37.57394722,-122.03900829999999
29,7,2017,7,12,10,38.71941111,-121.95636940000001
4,9,2017,2,16,45,36.30825,-120.2797
19,4,2017,4,6,30,33.93570278,-118.279725
22,10,2017,1,13,55,37.15188889,-121.99654170000001
2,2,2017,5,2,47,33.78264167,-118.2024361
9,5,2017,3,21,56,37.95379167,-121.99964720000001
17,10,2017,3,12,15,32.63971667,-116.77038059999998
23,10,2017,2,6,10,35.84538889,-120.76194440000002
1,8,2017,3,1,50,40.41740833,-123.97990559999998
17,10,2017,3,18,16,37.70307778,-120.3001361
10,9,2017,1,19,56,36.86411667,-121.72131110000001
26,10,2017,5,5,40,36.90400833,-121.71288059999999
2,11,2017,5,10,30,39.22138056,-121.4603389
6,11,2017,2,15,45,39.27556389,-122.1220222
29,8,2017,3,0,40,40.45023056,-122.25470829999999
1,10,2017,1,4,25,36.74094167,-119.8152528
15,7,2017,7,5,50,35.87745,-119.19712220000001
14,8,2017,2,5,25,33.92383333,-118.10423329999999
5,10,2017,5,5,4,33.69848056,-116.10093059999998
21,9,2017,5,23,45,38.45787222,-121.40530829999999
23,8,2017,4,20,52,34.13611944,-117.3641611
5,8,2017,7,22,15,37.44376667,-120.84923059999998
15,9,2017,6,1,52,32.66351111,-117.060125
17,9,2017,1,2,5,32.55088333,-117.04456110000001
22,9,2017,6,18,5,40.11516389,-123.79522220000001
31,8,2017,5,0,16,35.34455833,-118.99423059999998
19,10,2017,5,14,55,35.426,-119.06828059999998
19,7,2017,4,21,20,32.74524444,-117.18880279999999
13,10,2017,6,17,30,32.68286111,-117.11136940000002
27,8,2017,1,10,8,33.94094722,-117.8772389
15,3,2017,4,14,35,34.032575,-118.3374
9,10,2017,2,18,7,37.2138,-121.98775829999998
4,3,2017,7,17,52,33.77534167,-118.18240559999998
20,5,2017,7,6,38,34.03740556,-118.63910829999999
9,3,2017,5,11,14,40.80471389,-124.1525806
13,3,2017,2,17,55,34.26423056,-118.3441278
23,5,2017,3,16,20,33.96318889,-118.18641670000001
17,10,2017,3,7,48,38.53518333,-121.450725
7,10,2017,7,16,45,38.78390833,-121.27895
24,9,2017,1,2,5,32.94842778,-117.20415559999999
14,10,2017,7,19,47,33.07601389,-115.74314440000002
20,8,2017,1,13,38,33.83666389,-117.0035889
4,2,2017,7,2,41,33.84640278,-118.03724440000002
23,5,2017,3,19,34,33.73884167,-117.83064440000001
21,5,2017,1,21,14,33.93737222,-117.4326972
13,3,2017,2,22,40,33.84621111,-118.0476
26,5,2017,6,3,21,38.51059167,-121.3919861
21,10,2017,7,21,25,39.82685833,-120.0369167
20,5,2017,7,17,44,33.70188333,-117.932575
26,5,2017,6,3,32,34.05135833,-117.7411528
14,7,2017,6,13,50,37.38950556,-120.68631670000002
8,8,2017,3,5,48,39.44451944,-121.5972278
17,10,2017,3,15,15,34.49256389,-117.72876670000001
31,3,2017,6,16,56,37.72354167,-122.15387220000001
7,10,2017,7,5,58,37.94282222,-122.5016
21,10,2017,7,1,20,34.02286389,-117.55440829999999
23,7,2017,1,4,28,32.8096,-116.8955
23,7,2017,1,5,0,33.614000000000004,-117.70715
15,7,2017,7,1,51,34.10112222,-117.5382472
18,5,2017,5,16,22,33.92488333,-118.10377220000001
17,7,2017,2,1,58,33.77767222,-117.83116670000001
12,9,2017,3,19,5,33.62290556,-117.42483329999999
17,7,2017,2,3,25,34.13608889,-117.43716940000002
2,8,2017,4,3,27,38.99908056,-122.8903
17,6,2017,7,2,52,32.79045556,-117.11319440000001
30,9,2017,7,22,46,33.74223056,-117.8337889
17,10,2017,3,17,50,32.74680278,-117.0323
31,3,2017,6,19,40,33.93541389,-118.2463028
10,10,2017,3,1,15,38.01071111,-121.3537
8,10,2017,1,2,27,35.60122222,-119.46989170000002
15,10,2017,1,4,13,38.96261944,-121.67376670000002
30,9,2017,7,99,99,37.77958056,-122.1244889
6,10,2017,6,3,42,35.41231389,-119.0665
25,10,2017,4,15,2,35.7672,-119.7659
7,10,2017,7,16,9,37.69834444,-120.92409440000002
3,11,2017,6,15,5,38.21837222,-120.54295829999998
27,10,2017,6,20,48,32.72760556,-116.96575279999999
4,6,2017,1,1,37,34.00478056,-117.38655559999998
13,5,2017,7,19,43,38.94556389,-119.96821670000001
14,5,2017,1,99,99,34.16130278,-117.26288059999999
18,5,2017,5,5,45,38.58479444,-121.3046
18,5,2017,5,20,44,34.06286389,-117.4929694
28,7,2017,6,16,25,38.37240278,-120.9188111
30,7,2017,1,5,47,37.22656389,-121.74268889999999
22,9,2017,6,2,0,33.92721389,-118.2693972
28,8,2017,2,5,54,36.89849444,-121.68583059999999
2,8,2017,4,0,50,38.12305833,-120.11234440000001
27,8,2017,1,23,40,36.74954722,-121.65725
7,8,2017,2,4,40,34.86549722,-118.06648059999999
2,6,2017,6,5,40,34.2084,-118.51859440000001
10,6,2017,7,23,3,33.95547778,-117.35834720000001
3,6,2017,7,11,40,34.06853333,-118.28434720000001
18,6,2017,1,0,11,38.63934444,-121.44760829999998
27,6,2017,3,18,51,37.58269167,-121.9644778
9,6,2017,6,15,24,33.970225,-118.18735559999999
23,11,2017,5,14,35,34.23627778,-117.42336940000001
24,11,2017,6,2,20,33.17741389,-117.0913972
21,9,2017,5,10,56,33.77838611,-117.86465829999999
30,9,2017,7,20,10,34.84608056,-117.01514170000002
3,6,2017,7,1,45,34.10834167,-117.30116389999999
6,6,2017,3,12,9,37.90705,-121.31300559999998
6,6,2017,3,21,32,33.77669167,-116.95884170000001
16,10,2017,2,9,25,38.70000278,-119.96257220000001
19,9,2017,3,3,20,37.77772778,-122.4018861
8,9,2017,6,22,50,35.296475,-118.8429361
21,10,2017,7,16,9,36.60294167,-119.3227944
13,7,2017,5,22,22,32.63402222,-116.91639440000002
25,9,2017,2,18,10,33.83615833,-117.8412139
13,6,2017,3,6,40,38.61542222,-121.2843389
2,6,2017,6,10,57,33.96893611,-117.37738610000001
15,6,2017,5,11,34,34.39258611,-117.30760559999999
3,6,2017,7,0,48,33.748875,-117.9123278
24,6,2017,7,7,30,34.22168889,-118.42989720000001
24,10,2017,3,15,33,38.92192778,-122.6129278
7,11,2017,3,6,38,38.99882222,-122.88973610000001
13,6,2017,3,8,16,32.94351389,-117.01450279999999
13,6,2017,3,13,53,33.81961389,-117.95013059999998
15,4,2017,7,3,22,33.77421944,-115.32749440000002
14,10,2017,7,5,31,32.74198333,-117.15654440000002
30,10,2017,2,19,54,39.91978056,-122.20003329999999
5,10,2017,5,6,10,33.70715556,-117.08056940000002
14,10,2017,7,11,47,34.09926667,-117.49319440000001
17,6,2017,7,18,19,33.75208333,-117.8621
18,6,2017,1,21,38,33.84483333,-116.52818329999998
19,6,2017,2,17,46,33.83388056,-116.50413059999998
20,6,2017,3,6,31,38.0937,-122.2383333
21,6,2017,4,2,58,34.02283889,-117.8924861
29,7,2017,7,18,0,34.22823889,-118.54065559999998
1,10,2017,1,99,99,33.80095556,-116.95243889999999
10,11,2017,6,15,45,32.80693889,-116.63664170000001
21,8,2017,2,1,36,33.31875278,-117.15521940000001
12,6,2017,2,0,40,33.75855278,-117.989775
3,6,2017,7,9,46,37.92521111,-122.3539722
20,6,2017,3,22,15,37.31002222,-121.84463329999998
23,6,2017,6,12,37,37.80624167,-122.40873059999998
22,1,2017,1,16,57,39.74484722,-122.07131389999999
5,8,2017,7,3,52,38.67136944,-121.60251389999999
15,11,2017,4,8,15,33.60685833,-114.67713059999998
27,6,2017,3,22,4,33.74756111,-116.96630829999998
28,6,2017,4,21,24,33.22600278,-117.330975
29,6,2017,5,21,22,38.32086944,-122.3110528
25,6,2017,1,1,41,33.78263056,-118.20305
30,6,2017,6,14,18,37.52059722,-121.9466167
11,3,2017,7,1,11,33.87608056,-118.1024111
16,8,2017,4,23,20,37.67770833,-121.2622472
31,10,2017,3,17,40,38.01066389,-122.01759170000001
13,10,2017,6,12,27,34.17378611,-116.84607220000001
3,7,2017,2,16,53,33.77801389,-117.91920559999998
5,6,2017,2,15,23,34.00328611,-117.88893610000001
5,7,2017,4,17,32,37.35215,-122.01365
1,1,2017,1,4,47,35.46950278,-115.60140829999999
11,11,2017,7,15,56,39.61530833,-120.42594720000001
1,8,2017,3,17,30,38.22851389,-121.9436361
5,7,2017,4,14,5,37.3496,-121.9088
25,10,2017,4,5,59,32.75986389,-117.187875
9,6,2017,6,17,12,33.81895556,-118.29307779999999
9,8,2017,4,17,55,38.78088333,-122.00728059999999
10,8,2017,5,13,15,33.04350556,-117.07381940000002
21,5,2017,1,13,20,33.99259167,-117.859375
28,8,2017,2,14,30,33.85659444,-117.7842639
20,5,2017,7,20,39,37.45150278,-122.1257028
17,8,2017,5,20,27,38.63388056,-121.53963610000001
7,5,2017,1,3,11,33.98265,-118.2477611
24,7,2017,2,2,25,37.47831111,-122.21395
23,11,2017,5,18,0,38.10908333,-120.46110559999998
15,9,2017,6,9,5,38.24973333,-122.07508329999999
27,8,2017,1,1,48,33.9395,-118.36133889999999
16,9,2017,7,19,59,32.78111944,-117.0875
21,9,2017,5,21,15,32.8336,-117.14179720000001
2,10,2017,2,20,58,33.29815556,-117.150225
19,8,2017,7,3,10,34.17071111,-116.8267139
12,8,2017,7,99,99,36.98416389,-119.6599611
2,9,2017,7,11,59,40.474275,-122.3361389
16,11,2017,5,12,55,40.94355278,-121.44167220000001
27,11,2017,2,18,27,38.16678611,-120.84074720000001
3,9,2017,1,13,15,37.20714444,-120.48799440000002
1,9,2017,6,18,56,33.699675,-117.3483389
8,10,2017,1,1,55,33.85725,-117.40463059999999
2,8,2017,4,10,14,38.41658056,-121.82270279999999
24,11,2017,6,99,99,34.67521944,-117.84458059999999
1,11,2017,4,13,59,34.36935278,-117.5429139
26,6,2017,2,18,20,40.76806389,-124.19165
3,6,2017,7,23,5,33.97438889,-118.12408059999998
30,10,2017,2,20,45,40.90836944,-123.91688059999998
20,2,2017,2,7,9,33.73762222,-117.96342779999999
2,10,2017,2,3,5,37.29511667,-120.31004170000001
8,10,2017,1,0,4,33.76227222,-116.90189170000001
17,9,2017,1,10,25,33.62020833,-117.4231306
8,9,2017,6,17,0,33.6488,-117.37365
7,7,2017,6,21,15,33.93989722,-118.29160559999998
9,7,2017,1,17,56,40.56373889,-122.34270559999999
11,7,2017,3,5,15,32.65014444,-116.9660639
22,11,2017,4,9,50,34.11785556,-118.3378667
22,9,2017,6,5,15,35.05016944,-118.35506940000002
12,7,2017,4,18,8,34.60289167,-118.18700279999999
2,12,2017,7,2,13,40.02803056,-122.17168889999999
3,12,2017,1,0,16,39.34491944,-121.3329861
24,11,2017,6,18,3,40.9145,-124.0629278
22,9,2017,6,9,30,36.30510556,-119.72495
6,9,2017,4,10,40,33.58375,-117.1319611
12,7,2017,4,20,54,38.96447778,-122.6198
13,7,2017,5,2,5,34.220025,-118.58489170000001
13,7,2017,5,21,36,37.19590278,-121.73454440000002
13,7,2017,5,22,30,33.94410833,-117.3565722
8,12,2017,6,4,16,39.74035,-121.66606110000001
13,12,2017,4,13,14,32.96295278,-117.24685559999999
8,12,2017,6,23,30,40.34195833,-122.2816722
10,12,2017,1,21,25,38.97391944,-122.029275
24,12,2017,1,23,26,37.08821389,-121.1602222
16,12,2017,7,2,50,40.32720278,-122.33096940000001
9,11,2017,5,9,15,38.20764722,-122.25603329999998
4,9,2017,2,21,27,37.57026667,-121.89199170000002
8,10,2017,1,12,45,36.42543889,-119.58288059999998
18,9,2017,2,99,99,37.014025,-120.1227889
26,10,2017,5,5,45,33.70345833,-115.447025
19,10,2017,5,13,50,37.82856944,-122.29465
14,7,2017,6,3,15,38.607475,-121.44235
14,7,2017,6,13,53,34.12135833,-117.3573333
15,7,2017,7,1,19,33.6295,-117.9261528
29,10,2017,1,17,55,38.57513333,-121.55319440000001
26,11,2017,1,23,13,37.84893333,-120.582025
15,7,2017,7,19,55,37.95883611,-122.041125
16,7,2017,1,14,15,39.76376389,-121.62015
21,7,2017,6,17,8,39.78316389,-121.84390559999999
21,9,2017,5,21,35,33.91643889,-118.3048
21,7,2017,6,20,44,34.08477778,-117.45371940000001
6,2,2017,2,1,37,34.89831667,-120.43601670000001
6,5,2017,7,22,50,33.92982778,-118.3673889
8,4,2017,7,15,23,34.03653056,-117.7069111
21,7,2017,6,22,0,37.64570556,-122.40302779999999
29,7,2017,7,22,27,34.08694722,-117.2087194
30,8,2017,4,13,49,38.55125278,-122.51589440000001
26,8,2017,7,0,50,36.74175833,-119.81631940000001
23,9,2017,7,18,6,37.71235833,-121.002125
18,6,2017,1,13,35,34.10107778,-119.08105829999998
24,6,2017,7,10,55,38.17195,-122.52084170000002
5,9,2017,3,18,47,38.48256667,-122.83146940000002
10,9,2017,1,22,55,34.67288611,-120.16063329999999
8,9,2017,6,18,23,35.46205278,-115.46642779999999
20,9,2017,4,8,50,38.00433056,-121.2571889
30,7,2017,1,99,99,38.47290278,-123.0475639
25,8,2017,6,99,99,34.21146111,-117.67645559999998
15,9,2017,6,16,6,36.77915,-119.84563059999999
19,9,2017,3,13,44,37.4489,-120.8186361
23,9,2017,7,99,99,35.10875556,-120.5815111
26,8,2017,7,11,20,39.13900556,-120.76545279999999
1,8,2017,3,12,20,37.18597222,-120.5460611
19,8,2017,7,22,40,33.98629167,-117.87090559999999
14,7,2017,6,11,38,34.12796944,-118.0876722
25,8,2017,6,17,0,39.80094444,-123.5257361
13,8,2017,1,14,25,38.00245278,-121.2226722
29,6,2017,5,5,5,34.06943056,-117.79777779999999
30,6,2017,6,13,35,33.66933611,-115.63600000000001
13,1,2017,6,1,0,33.86386667,-117.99355
20,8,2017,1,15,35,33.74298611,-117.1043278
20,10,2017,6,23,36,33.4837,-117.1423
17,7,2017,2,21,50,34.01086111,-118.30266670000002
19,7,2017,4,20,22,37.78487778,-122.42796940000001
19,7,2017,4,20,45,33.74513056,-118.2901417
19,7,2017,4,23,50,33.66326667,-117.2879028
24,7,2017,2,12,35,37.59242778,-121.95624440000002
20,7,2017,5,19,24,33.72931111,-117.02230559999998
23,7,2017,1,4,25,33.93149444,-118.4033
25,7,2017,3,20,49,33.61225556,-117.86331940000001
25,7,2017,3,15,13,39.14167778,-121.6257361
27,7,2017,5,12,14,37.35206111,-122.06044720000001
4,10,2017,4,21,9,38.02048611,-121.0860056
30,10,2017,2,18,20,35.38473056,-118.98331670000002
4,10,2017,4,22,20,33.22532778,-116.42246670000002
26,10,2017,5,1,35,36.19731944,-119.32863329999999
18,10,2017,4,23,0,37.80456944,-121.29833889999999
29,10,2017,1,99,99,35.25288889,-118.81828610000001
13,10,2017,6,6,40,37.84625556,-120.61221670000002
15,10,2017,1,11,39,33.85376111,-117.9034611
31,10,2017,3,23,11,34.36251944,-116.85623059999999
30,10,2017,2,4,42,38.11593056,-121.4262889
20,9,2017,4,13,40,37.78315,-121.20716110000001
26,10,2017,5,20,52,35.44216667,-119.3940389
22,9,2017,6,5,0,38.6609,-121.3465
10,9,2017,1,10,30,39.33008056,-120.2849611
14,10,2017,7,15,45,35.1197,-119.1098
16,9,2017,7,16,55,38.70605556,-121.48562220000001
22,11,2017,4,17,33,40.92943611,-123.6883278
28,10,2017,7,2,52,33.9645,-117.8517
14,8,2017,2,4,22,34.15301111,-118.37371110000001
18,10,2017,4,7,0,35.00705,-117.7100889
20,11,2017,2,0,35,37.101775,-121.012425
11,11,2017,7,6,35,35.4864,-119.51721940000002
20,11,2017,2,9,0,36.52521389,-119.57531940000001
17,10,2017,3,21,45,36.06131944,-118.9638
11,10,2017,4,4,40,34.58291389,-118.33850829999999
21,10,2017,7,15,5,36.25675,-120.31481940000002
13,11,2017,2,4,26,35.22039444,-120.69255559999999
5,11,2017,1,11,44,35.35276944,-118.9590389
14,11,2017,3,13,35,35.666,-118.7462639
14,11,2017,3,10,0,35.430975,-118.88836670000002
11,11,2017,7,10,28,37.35,-121.8383
30,10,2017,2,11,17,32.70771389,-117.14794440000001
5,11,2017,1,15,30,34.98513056,-118.90883889999999
16,12,2017,7,21,0,38.30003056,-120.27465
12,11,2017,1,12,30,35.70729167,-118.83653329999999
29,11,2017,4,15,30,33.88495278,-117.35083059999998
26,11,2017,1,20,55,38.60389444,-121.4332861
29,10,2017,1,18,5,34.59681944,-118.23406940000001
15,12,2017,6,0,10,32.4534,-117.1058
1,8,2017,3,20,30,34.20099167,-118.56651940000002
20,10,2017,6,1,52,38.66933056,-121.38295
16,10,2017,2,22,35,38.59921111,-121.5042639
5,7,2017,4,16,35,33.91655,-118.2695389
13,12,2017,4,16,30,38.166725,-119.19300559999999
12,5,2017,6,4,23,38.65591111,-121.0072
4,7,2017,3,4,30,37.51041389,-120.67410559999999
14,6,2017,4,14,45,37.98468889,-120.30215829999999
27,3,2017,2,23,10,33.94068056,-117.2316611
22,8,2017,3,15,17,33.68243056,-117.7475111
6,7,2017,5,99,99,40.20038611,-121.1472944
2,6,2017,6,9,6,33.95038056,-118.36951940000002
4,9,2017,2,99,99,36.94354167,-121.55286389999999
22,9,2017,6,21,23,38.33731667,-120.89656389999999
23,7,2017,1,21,20,33.62530556,-117.32251940000002
26,7,2017,4,8,50,33.53144444,-117.1686
21,7,2017,6,9,31,39.69313056,-122.20516940000002
27,8,2017,1,3,30,32.63518889,-116.91161670000001
29,8,2017,3,3,26,33.84942778,-117.8352861
10,8,2017,5,17,45,33.75758889,-117.1717
31,5,2017,4,14,8,38.43169444,-121.4887139
12,7,2017,4,16,5,38.61204722,-121.42685279999999
12,7,2017,4,18,0,33.70561944,-117.9547111
12,10,2017,5,15,30,32.64492778,-116.48685559999998
2,9,2017,7,14,9,34.43753611,-117.637925
10,8,2017,5,11,25,33.77802778,-117.87311670000001
22,7,2017,7,7,20,34.27446667,-118.0369611
20,9,2017,4,2,43,33.10688889,-117.05078059999998
1,9,2017,6,5,38,37.59474444,-121.2692111
18,10,2017,4,17,38,36.39850833,-121.9039389
23,11,2017,5,15,53,34.25083889,-119.1426528
27,2,2017,2,12,0,34.989175,-117.50237220000001
17,10,2017,3,16,55,33.68665278,-117.8651278
6,10,2017,6,7,25,35.19621667,-120.5940778
18,11,2017,7,6,45,38.49516389,-121.1874139
15,10,2017,1,11,57,37.57283056,-120.84428059999999
22,10,2017,1,6,59,37.49328889,-121.03088329999999
29,9,2017,6,14,10,38.80566111,-120.1231778
25,9,2017,2,20,50,37.99588889,-121.2638889
20,10,2017,6,2,27,33.91083333,-117.28289720000001
9,9,2017,7,21,55,34.09926389,-117.4900417
4,11,2017,7,11,42,38.47952222,-121.1679972
4,12,2017,2,11,8,37.01075278,-120.6175528
21,11,2017,3,13,45,36.02684722,-118.9164361
14,12,2017,5,21,15,38.69494167,-121.3637611
6,12,2017,4,5,55,35.39888889,-119.3958889
26,12,2017,3,18,0,37.0689,-120.5294
11,12,2017,2,1,48,38.63843889,-121.27156940000002
16,11,2017,5,6,40,37.57463056,-120.64590829999999
4,12,2017,2,7,30,35.24434722,-118.679275
27,12,2017,4,22,25,36.95476944,-120.80726940000001
15,10,2017,1,2,7,37.45857222,-120.8490806
5,11,2017,1,1,24,37.69961944,-121.0711639
1,8,2017,3,19,2,37.71006389,-122.3914889
2,8,2017,4,20,15,34.16206389,-118.26181389999999
30,7,2017,1,3,15,33.81794444,-117.9351111
16,1,2017,2,21,30,35.38828889,-119.02098889999999
17,1,2017,3,8,0,37.552275,-121.94820279999999
18,1,2017,4,19,53,35.12576667,-118.0018528
19,1,2017,5,17,50,33.99860833,-118.41478329999998
18,10,2017,4,13,28,39.04031944,-121.63478889999999
27,9,2017,4,10,15,38.31340833,-122.87238329999998
27,9,2017,4,17,50,37.19940556,-120.3459639
27,6,2017,3,0,12,33.85410278,-117.91914720000001
5,7,2017,4,20,20,34.08473611,-119.0515528
4,10,2017,4,14,20,38.92233611,-121.02739720000001
23,10,2017,2,9,38,38.72806111,-121.28650559999998
29,10,2017,1,16,20,37.64343889,-121.41061940000002
29,9,2017,6,20,30,36.67369167,-119.3496278
24,9,2017,1,9,33,36.76463889,-119.8340611
8,11,2017,4,19,5,32.72434167,-117.15554170000001
10,12,2017,1,0,1,35.75122222,-119.3415389
7,10,2017,7,4,42,34.06878611,-117.37183329999999
17,11,2017,6,17,17,32.77336389,-117.0158222
17,11,2017,6,5,14,32.59637222,-116.67658059999998
17,11,2017,6,18,16,33.18501111,-117.3313
20,9,2017,4,13,55,36.77863333,-120.01541940000001
23,9,2017,7,15,30,34.03821667,-118.21994720000001
1,9,2017,6,3,50,38.09313056,-122.23006940000002
12,11,2017,1,12,9,37.57781389,-120.941475
21,11,2017,3,13,10,35.88471111,-119.25039440000002
8,10,2017,1,9,0,33.72705833,-117.98141940000001
16,10,2017,2,22,50,33.57431667,-117.3108889
17,1,2017,3,17,19,33.81593333,-116.51804170000001
23,7,2017,1,23,25,33.90365,-118.1586528
18,1,2017,4,21,33,34.10570556,-116.44043329999998
16,1,2017,2,1,9,33.86894444,-117.2107611
25,7,2017,3,10,20,34.13905833,-117.44436940000001
30,7,2017,1,20,35,34.09241111,-118.29176389999999
20,1,2017,6,3,47,33.90971667,-118.34387779999999
26,1,2017,5,23,10,32.74516667,-117.17993329999999
30,1,2017,2,7,32,33.95272222,-118.02772220000001
17,11,2017,6,20,47,35.65916111,-120.56108059999998
10,10,2017,3,15,56,35.45886944,-119.11041940000001
12,10,2017,5,23,10,34.02334444,-117.750275
28,7,2017,6,23,5,33.90203611,-118.2740861
24,9,2017,1,2,50,37.89557778,-122.30814720000001
1,11,2017,4,8,3,36.48391944,-119.3939389
